image_path,class_label,attributes,caption,instance_id,Unnamed: 5
DL_Group_4/cookware_kadhai_cookware_kadhai_0004.jpg,cookware_kadhai,color:silver;material:metal;condition:used;size:large,a used large silver metal kadhai,cookware_kadhai_0004,
DL_Group_4/cookware_kadhai_cookware_kadhai_0005.jpg,cookware_kadhai,color:silver;material:metal;condition:used;size:large,a used large silver metal kadhai,cookware_kadhai_0005,
DL_Group_4/cookware_Loaf tray_cookware_loaf_tray_0001.jpg,cookware_loaf_tray,color:silver;material:metal;condition:used;size:medium,a used medium silver metal loaf tray,cookware_loaf_tray_0001,
DL_Group_4/cookware_Loaf tray_cookware_loaf_tray_0002.jpg,cookware_loaf_tray,color:silver;material:metal;condition:used;size:medium,a used medium silver metal loaf tray,cookware_loaf_tray_0002,
DL_Group_4/cookware_Loaf tray_cookware_loaf_tray_0003.jpg,cookware_loaf_tray,color:silver;material:metal;condition:used;size:medium,a used medium silver metal loaf tray,cookware_loaf_tray_0003,
DL_Group_4/cookware_Loaf tray_cookware_loaf_tray_0004.jpg,cookware_loaf_tray,color:silver;material:metal;condition:used;size:medium,a used medium silver metal loaf tray,cookware_loaf_tray_0004,
DL_Group_4/cookware_Loaf tray_cookware_loaf_tray_0005.jpg,cookware_loaf_tray,color:silver;material:metal;condition:used;size:medium,a used medium silver metal loaf tray,cookware_loaf_tray_0005,
DL_Group_4/cookware_muffin_tin_cookware_muffin_tin_0001.jpg,cookware_muffin_tin,color:black;material:metal;condition:used;size:medium,a used medium black metal muffin tin,cookware_muffin_tin_0001,
DL_Group_4/cookware_muffin_tin_cookware_muffin_tin_0002.jpg,cookware_muffin_tin,color:black;material:metal;condition:used;size:medium,a used medium black metal muffin tin,cookware_muffin_tin_0002,
DL_Group_4/cookware_muffin_tin_cookware_muffin_tin_0003.jpg,cookware_muffin_tin,color:black;material:metal;condition:used;size:medium,a used medium black metal muffin tin,cookware_muffin_tin_0003,
DL_Group_4/cookware_muffin_tin_cookware_muffin_tin_0004.jpg,cookware_muffin_tin,color:black;material:metal;condition:used;size:medium,a used medium black metal muffin tin,cookware_muffin_tin_0004,
DL_Group_4/cookware_Pie tray_cookware_pie_tray_0001.jpg,cookware_pie_tray,color:transparent;material:glass;condition:used;size:medium,a used transparent glass pie tray of medium size,cookware_pie_tray_0001,
DL_Group_4/cookware_Pie tray_cookware_pie_tray_0002.jpg,cookware_pie_tray,color:transparent;material:glass;condition:used;size:medium,a used transparent glass pie tray of medium size,cookware_pie_tray_0002,
DL_Group_4/cookware_Pie tray_cookware_pie_tray_0003.jpg,cookware_pie_tray,color:transparent;material:glass;condition:used;size:medium,a used transparent glass pie tray of medium size,cookware_pie_tray_0003,
DL_Group_4/cookware_Pie tray_cookware_pie_tray_0004.jpg,cookware_pie_tray,color:transparent;material:glass;condition:used;size:medium,a used transparent glass pie tray of medium size,cookware_pie_tray_0004,
DL_Group_4/cookware_Pie tray_cookware_pie_tray_0005.jpg,cookware_pie_tray,color:transparent;material:glass;condition:used;size:medium,a used transparent glass pie tray of medium size,cookware_pie_tray_0005,
DL_Group_4/cookware_pot_lid_cookware_pot_lid_0001.jpg,cookware_pot_lid,color:silver;material:metal;condition:used;size:medium,a used silver metal pot lid with medium size,cookware_pot_lid_0001,
DL_Group_4/cookware_pot_lid_cookware_pot_lid_0002.jpg,cookware_pot_lid,color:silver;material:metal;condition:used;size:medium,a used silver metal pot lid with medium size,cookware_pot_lid_0002,
DL_Group_4/cookware_pot_lid_cookware_pot_lid_0003.jpg,cookware_pot_lid,color:silver;material:metal;condition:used;size:medium,a used silver metal pot lid with medium size,cookware_pot_lid_0003,
DL_Group_4/cookware_pot_lid_cookware_pot_lid_0004.jpg,cookware_pot_lid,color:silver;material:metal;condition:used;size:medium,a used silver metal pot lid with medium size,cookware_pot_lid_0004,
DL_Group_4/cookware_pot_lid_cookware_pot_lid_0005.jpg,cookware_pot_lid,color:silver;material:metal;condition:used;size:medium,a used silver metal pot lid with medium size,cookware_pot_lid_0005,
DL_Group_4/cookware_saucepan_cookware_saucepan_0001.jpg,cookware_saucepan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal saucepan with plain pattern,cookware_saucepan_0001,
DL_Group_4/cookware_saucepan_cookware_saucepan_0002.jpg,cookware_saucepan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal saucepan with plain pattern,cookware_saucepan_0002,
DL_Group_4/cookware_saucepan_cookware_saucepan_0003.jpg,cookware_saucepan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal saucepan with plain pattern,cookware_saucepan_0003,
DL_Group_4/cookware_saucepan_cookware_saucepan_0004.jpg,cookware_saucepan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal saucepan with plain pattern,cookware_saucepan_0004,
DL_Group_4/cookware_saucepan_cookware_saucepan_0005.jpg,cookware_saucepan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal saucepan with plain pattern,cookware_saucepan_0005,
DL_Group_4/cookware_tadka pan_cookware_tadka_pan_0001.jpg,cookware_tadka_pan,color:blue;material:metal;condition:used;size:medium,a used medium blue metal tadka pan,cookware_tadka_pan_0001,
DL_Group_4/cookware_tadka pan_cookware_tadka_pan_0002.jpg,cookware_tadka_pan,color:blue;material:metal;condition:used;size:medium,a used medium blue metal tadka pan,cookware_tadka_pan_0002,
DL_Group_4/cookware_tadka pan_cookware_tadka_pan_0003.jpg,cookware_tadka_pan,color:blue;material:metal;condition:used;size:medium,a used medium blue metal tadka pan,cookware_tadka_pan_0003,
DL_Group_4/cookware_tadka pan_cookware_tadka_pan_0004.jpg,cookware_tadka_pan,color:blue;material:metal;condition:used;size:medium,a used medium blue metal tadka pan,cookware_tadka_pan_0004,
DL_Group_4/cookware_tadka pan_cookware_tadka_pan_0005.jpg,cookware_tadka_pan,color:blue;material:metal;condition:used;size:medium,a used medium blue metal tadka pan,cookware_tadka_pan_0005,
DL_Group_4/cookware_tawa_cookware_tawa_0001.jpg,cookware_tawa,color:brown;material:metal;condition:used;size:medium,a used medium brown metal tawa,cookware_tawa_0001,
DL_Group_4/cookware_tawa_cookware_tawa_0002.jpg,cookware_tawa,color:brown;material:metal;condition:used;size:medium,a used medium brown metal tawa,cookware_tawa_0002,
DL_Group_4/cookware_tawa_cookware_tawa_0003.jpg,cookware_tawa,color:brown;material:metal;condition:used;size:medium,a used medium brown metal tawa,cookware_tawa_0003,
DL_Group_4/cookware_tawa_cookware_tawa_0004.jpg,cookware_tawa,color:brown;material:metal;condition:used;size:medium,a used medium brown metal tawa,cookware_tawa_0004,
DL_Group_4/cookware_tawa_cookware_tawa_0005.jpg,cookware_tawa,color:brown;material:metal;condition:used;size:medium,a used medium brown metal tawa,cookware_tawa_0005,
DL_Group_4/cookware_Tope_cookware_tope_0001.jpg,cookware_tope,color:silver;material:metal;condition:used;size:large,a used large silver metal cookware top,cookware_tope_0001,
DL_Group_4/cookware_Tope_cookware_tope_0002.jpg,cookware_tope,color:silver;material:metal;condition:used;size:large,a used large silver metal cookware top,cookware_tope_0002,
DL_Group_4/cookware_Tope_cookware_tope_0003.jpg,cookware_tope,color:silver;material:metal;condition:used;size:large,a used large silver metal cookware top,cookware_tope_0003,
DL_Group_4/cookware_Tope_cookware_tope_0004.jpg,cookware_tope,color:silver;material:metal;condition:used;size:large,a used large silver metal cookware top,cookware_tope_0004,
DL_Group_4/cookware_Tope_cookware_tope_0005.jpg,cookware_tope,color:silver;material:metal;condition:used;size:large,a used large silver metal cookware top,cookware_tope_0005,
DL_Group_4/cookware_Wok_cookware_wok_0001.jpg,cookware_wok,color:blue;material:metal;condition:used;size:medium,a used medium blue metal wok with plain pattern,cookware_wok_0001,
DL_Group_4/cookware_Wok_cookware_wok_0002.jpg,cookware_wok,color:blue;material:metal;condition:used;size:medium,a used medium blue metal wok with plain pattern,cookware_wok_0002,
DL_Group_4/cookware_Wok_cookware_wok_0003.jpg,cookware_wok,color:blue;material:metal;condition:used;size:medium,a used medium blue metal wok with plain pattern,cookware_wok_0003,
DL_Group_4/cookware_Wok_cookware_wok_0004.jpg,cookware_wok,color:blue;material:metal;condition:used;size:medium,a used medium blue metal wok with plain pattern,cookware_wok_0004,
DL_Group_4/cookware_Wok_cookware_wok_0005.jpg,cookware_wok,color:blue;material:metal;condition:used;size:medium,a used medium blue metal wok with plain pattern,cookware_wok_0005,
DL_Group_4/Electronic accessories_cable_electronic_accessories_cable_0001.JPG,electronic_accessories_cable,color:white;material:rubber;condition:used;size:small,a used small white rubber cable with plain pattern,electronic_accessories_cable_0001,
DL_Group_4/Electronic accessories_cable_electronic_accessories_cable_0002.JPG,electronic_accessories_cable,color:white;material:rubber;condition:used;size:small,a used small white rubber cable with plain pattern,electronic_accessories_cable_0002,
DL_Group_4/Electronic accessories_cable_electronic_accessories_cable_0003.JPG,electronic_accessories_cable,color:white;material:rubber;condition:used;size:small,a used small white rubber cable with plain pattern,electronic_accessories_cable_0003,
DL_Group_4/Electronic accessories_cable_electronic_accessories_cable_0004.JPG,electronic_accessories_cable,color:white;material:rubber;condition:used;size:small,a used small white rubber cable with plain pattern,electronic_accessories_cable_0004,
DL_Group_4/Electronic accessories_cable_electronic_accessories_cable_0005.JPG,electronic_accessories_cable,color:white;material:rubber;condition:used;size:small,a used small white rubber cable with plain pattern,electronic_accessories_cable_0005,
DL_Group_4/Electronic accessories_calculator_electronic_accessories_calculator_0001.JPG,electronic_accessories_calculator,color:black;material:plastic;condition:used;size:small,a used small black plastic calculator,electronic_accessories_calculator_0001,
DL_Group_4/Electronic accessories_calculator_electronic_accessories_calculator_0002.JPG,electronic_accessories_calculator,color:black;material:plastic;condition:used;size:small,a used small black plastic calculator,electronic_accessories_calculator_0002,
DL_Group_4/Electronic accessories_calculator_electronic_accessories_calculator_0003.JPG,electronic_accessories_calculator,color:black;material:plastic;condition:used;size:small,a used small black plastic calculator,electronic_accessories_calculator_0003,
DL_Group_4/Electronic accessories_calculator_electronic_accessories_calculator_0004.JPG,electronic_accessories_calculator,color:black;material:plastic;condition:used;size:small,a used small black plastic calculator,electronic_accessories_calculator_0004,
DL_Group_4/Electronic accessories_calculator_electronic_accessories_calculator_0005.JPG,electronic_accessories_calculator,color:black;material:plastic;condition:used;size:small,a used small black plastic calculator,electronic_accessories_calculator_0005,
DL_Group_4/Electronic accessories_charger_electronic_accessories_charger_0001.JPG,electronic_accessories_charger,color:white;material:plastic;condition:used;size:small,a used small white plastic charger,electronic_accessories_charger_0001,
DL_Group_4/Electronic accessories_charger_electronic_accessories_charger_0002.JPG,electronic_accessories_charger,color:white;material:plastic;condition:used;size:small,a used small white plastic charger,electronic_accessories_charger_0002,
DL_Group_4/Electronic accessories_charger_electronic_accessories_charger_0003.JPG,electronic_accessories_charger,color:white;material:plastic;condition:used;size:small,a used small white plastic charger,electronic_accessories_charger_0003,
DL_Group_4/Electronic accessories_charger_electronic_accessories_charger_0004.JPG,electronic_accessories_charger,color:white;material:plastic;condition:used;size:small,a used small white plastic charger,electronic_accessories_charger_0004,
DL_Group_4/Electronic accessories_charger_electronic_accessories_charger_0005.JPG,electronic_accessories_charger,color:white;material:plastic;condition:used;size:small,a used small white plastic charger,electronic_accessories_charger_0005,
DL_Group_4/Electronic accessories_controller_electronic_accessories_controller_0001.JPG,electronic_accessories_controller,color:red;material:plastic;condition:used;size:small,a used small red plastic controller,electronic_accessories_controller_0001,
DL_Group_4/Electronic accessories_controller_electronic_accessories_controller_0002.JPG,electronic_accessories_controller,color:red;material:plastic;condition:used;size:small,a used small red plastic controller,electronic_accessories_controller_0002,
DL_Group_4/Electronic accessories_controller_electronic_accessories_controller_0003.JPG,electronic_accessories_controller,color:red;material:plastic;condition:used;size:small,a used small red plastic controller,electronic_accessories_controller_0003,
DL_Group_4/Electronic accessories_controller_electronic_accessories_controller_0004.JPG,electronic_accessories_controller,color:red;material:plastic;condition:used;size:small,a used small red plastic controller,electronic_accessories_controller_0004,
DL_Group_4/Electronic accessories_controller_electronic_accessories_controller_0005.JPG,electronic_accessories_controller,color:red;material:plastic;condition:used;size:small,a used small red plastic controller,electronic_accessories_controller_0005,
DL_Group_4/Electronic accessories_earphone case_electronic_accessories_earphone_case_0001.JPG,electronic_accessories_earphone_case,color:blue;material:plastic;condition:used;size:small,a used small blue plastic earphone case,electronic_accessories_earphone_case_0001,
DL_Group_4/Electronic accessories_earphone case_electronic_accessories_earphone_case_0002.JPG,electronic_accessories_earphone_case,color:blue;material:plastic;condition:used;size:small,a used small blue plastic earphone case,electronic_accessories_earphone_case_0002,
DL_Group_4/Electronic accessories_earphone case_electronic_accessories_earphone_case_0003.JPG,electronic_accessories_earphone_case,color:blue;material:plastic;condition:used;size:small,a used small blue plastic earphone case,electronic_accessories_earphone_case_0003,
DL_Group_4/Electronic accessories_earphone case_electronic_accessories_earphone_case_0004.JPG,electronic_accessories_earphone_case,color:blue;material:plastic;condition:used;size:small,a used small blue plastic earphone case,electronic_accessories_earphone_case_0004,
DL_Group_4/Electronic accessories_earphone case_electronic_accessories_earphone_case_0005.JPG,electronic_accessories_earphone_case,color:blue;material:plastic;condition:used;size:small,a used small blue plastic earphone case,electronic_accessories_earphone_case_0005,
DL_Group_4/Electronic accessories_earphones_electronic_accessories_earphones_0001.JPG,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,used small blue plastic earphones with closed lid,electronic_accessories_earphones_0001,
DL_Group_4/Electronic accessories_earphones_electronic_accessories_earphones_0002.JPG,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,used small blue plastic earphones with closed lid,electronic_accessories_earphones_0002,
DL_Group_4/Electronic accessories_earphones_electronic_accessories_earphones_0003.JPG,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,used small blue plastic earphones with closed lid,electronic_accessories_earphones_0003,
DL_Group_4/Electronic accessories_earphones_electronic_accessories_earphones_0004.JPG,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,used small blue plastic earphones with closed lid,electronic_accessories_earphones_0004,
DL_Group_4/Electronic accessories_earphones_electronic_accessories_earphones_0005.JPG,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,used small blue plastic earphones with closed lid,electronic_accessories_earphones_0005,
DL_Group_4/Electronic accessories_HDMI cable_electronic_accessories_hdmi_cable_0001.JPG,electronic_accessories_hdmi_cable,color:black;material:rubber;condition:used;size:small,a used small black rubber hdmi cable,electronic_accessories_hdmi_cable_0001,
DL_Group_4/Electronic accessories_HDMI cable_electronic_accessories_hdmi_cable_0002.JPG,electronic_accessories_hdmi_cable,color:black;material:rubber;condition:used;size:small,a used small black rubber hdmi cable,electronic_accessories_hdmi_cable_0002,
DL_Group_4/Electronic accessories_HDMI cable_electronic_accessories_hdmi_cable_0003.JPG,electronic_accessories_hdmi_cable,color:black;material:rubber;condition:used;size:small,a used small black rubber hdmi cable,electronic_accessories_hdmi_cable_0003,
DL_Group_4/Electronic accessories_HDMI cable_electronic_accessories_hdmi_cable_0004.JPG,electronic_accessories_hdmi_cable,color:black;material:rubber;condition:used;size:small,a used small black rubber hdmi cable,electronic_accessories_hdmi_cable_0004,
DL_Group_4/Electronic accessories_HDMI cable_electronic_accessories_hdmi_cable_0005.JPG,electronic_accessories_hdmi_cable,color:black;material:rubber;condition:used;size:small,a used small black rubber hdmi cable,electronic_accessories_hdmi_cable_0005,
DL_Group_4/Electronic accessories_keyboard_electronic_accessories_keyboard_0001.JPG,electronic_accessories_keyboard,color:black;material:metal;condition:used;size:medium,a used medium black metal keyboard with plain pattern,electronic_accessories_keyboard_0001,
DL_Group_4/Electronic accessories_keyboard_electronic_accessories_keyboard_0002.JPG,electronic_accessories_keyboard,color:black;material:metal;condition:used;size:medium,a used medium black metal keyboard with plain pattern,electronic_accessories_keyboard_0002,
DL_Group_4/Electronic accessories_keyboard_electronic_accessories_keyboard_0003.JPG,electronic_accessories_keyboard,color:black;material:metal;condition:used;size:medium,a used medium black metal keyboard with plain pattern,electronic_accessories_keyboard_0003,
DL_Group_4/Electronic accessories_keyboard_electronic_accessories_keyboard_0004.JPG,electronic_accessories_keyboard,color:black;material:metal;condition:used;size:medium,a used medium black metal keyboard with plain pattern,electronic_accessories_keyboard_0004,
DL_Group_4/Electronic accessories_keyboard_electronic_accessories_keyboard_0005.JPG,electronic_accessories_keyboard,color:black;material:metal;condition:used;size:medium,a used medium black metal keyboard with plain pattern,electronic_accessories_keyboard_0005,
DL_Group_4/Electronic accessories_mouse_electronic_accessories_mouse_0001.JPG,electronic_accessories_mouse,color:white;material:plastic;condition:used;size:small,a used small white plastic mouse,electronic_accessories_mouse_0001,
DL_Group_4/Electronic accessories_mouse_electronic_accessories_mouse_0002.JPG,electronic_accessories_mouse,color:white;material:plastic;condition:used;size:small,a used small white plastic mouse,electronic_accessories_mouse_0002,
DL_Group_4/Electronic accessories_mouse_electronic_accessories_mouse_0003.JPG,electronic_accessories_mouse,color:white;material:plastic;condition:used;size:small,a used small white plastic mouse,electronic_accessories_mouse_0003,
DL_Group_4/Electronic accessories_mouse_electronic_accessories_mouse_0004.JPG,electronic_accessories_mouse,color:white;material:plastic;condition:used;size:small,a used small white plastic mouse,electronic_accessories_mouse_0004,
DL_Group_4/Electronic accessories_mouse_electronic_accessories_mouse_0005.JPG,electronic_accessories_mouse,color:white;material:plastic;condition:used;size:small,a used small white plastic mouse,electronic_accessories_mouse_0005,
DL_Group_4/Electronic accessories_pendrive_electronic_accessories_pendrive_0001.JPG,electronic_accessories_pendrive,color:black;material:plastic;condition:used;size:small,a used small black plastic pendrive,electronic_accessories_pendrive_0001,
DL_Group_4/Electronic accessories_pendrive_electronic_accessories_pendrive_0002.JPG,electronic_accessories_pendrive,color:black;material:plastic;condition:used;size:small,a used small black plastic pendrive,electronic_accessories_pendrive_0002,
DL_Group_4/Electronic accessories_pendrive_electronic_accessories_pendrive_0003.JPG,electronic_accessories_pendrive,color:black;material:plastic;condition:used;size:small,a used small black plastic pendrive,electronic_accessories_pendrive_0003,
DL_Group_4/Electronic accessories_pendrive_electronic_accessories_pendrive_0004.JPG,electronic_accessories_pendrive,color:black;material:plastic;condition:used;size:small,a used small black plastic pendrive,electronic_accessories_pendrive_0004,
DL_Group_4/Electronic accessories_pendrive_electronic_accessories_pendrive_0005.JPG,electronic_accessories_pendrive,color:black;material:plastic;condition:used;size:small,a used small black plastic pendrive,electronic_accessories_pendrive_0005,
DL_Group_4/Electronic accessories_trimmer_electronic_accessories_trimmer_0001.JPG,electronic_accessories_trimmer,color:black;material:plastic;condition:new;size:small,a new small black plastic trimmer,electronic_accessories_trimmer_0001,
DL_Group_4/Electronic accessories_trimmer_electronic_accessories_trimmer_0002.JPG,electronic_accessories_trimmer,color:black;material:plastic;condition:new;size:small,a new small black plastic trimmer,electronic_accessories_trimmer_0002,
DL_Group_4/Electronic accessories_trimmer_electronic_accessories_trimmer_0003.JPG,electronic_accessories_trimmer,color:black;material:plastic;condition:new;size:small,a new small black plastic trimmer,electronic_accessories_trimmer_0003,
DL_Group_4/Electronic accessories_trimmer_electronic_accessories_trimmer_0004.JPG,electronic_accessories_trimmer,color:black;material:plastic;condition:new;size:small,a new small black plastic trimmer,electronic_accessories_trimmer_0004,
DL_Group_4/Electronic accessories_trimmer_electronic_accessories_trimmer_0005.JPG,electronic_accessories_trimmer,color:black;material:plastic;condition:new;size:small,a new small black plastic trimmer,electronic_accessories_trimmer_0005,
DL_Group_4/Electronic accessories_universal adapter_electronic_accessories_universal_adapter_0001.JPG,electronic_accessories_universal_adapter,color:white;material:metal;condition:used;size:small,a used small white metal universal adapter,electronic_accessories_universal_adapter_0001,
DL_Group_4/Electronic accessories_universal adapter_electronic_accessories_universal_adapter_0002.JPG,electronic_accessories_universal_adapter,color:white;material:metal;condition:used;size:small,a used small white metal universal adapter,electronic_accessories_universal_adapter_0002,
DL_Group_4/Electronic accessories_universal adapter_electronic_accessories_universal_adapter_0003.JPG,electronic_accessories_universal_adapter,color:white;material:metal;condition:used;size:small,a used small white metal universal adapter,electronic_accessories_universal_adapter_0003,
DL_Group_4/Electronic accessories_universal adapter_electronic_accessories_universal_adapter_0004.JPG,electronic_accessories_universal_adapter,color:white;material:metal;condition:used;size:small,a used small white metal universal adapter,electronic_accessories_universal_adapter_0004,
DL_Group_4/Electronic accessories_universal adapter_electronic_accessories_universal_adapter_0005.JPG,electronic_accessories_universal_adapter,color:white;material:metal;condition:used;size:small,a used small white metal universal adapter,electronic_accessories_universal_adapter_0005,
DL_Group_4/Footwear_Black_FlipFlops_footwear_black_flipflops_0001.jpg,footwear_black_flipflops,color:black;material:rubber;condition:used;size:medium,used black rubber flipflops with a medium size,footwear_black_flipflops_0001,
DL_Group_4/Footwear_Black_FlipFlops_footwear_black_flipflops_0002.jpg,footwear_black_flipflops,color:black;material:rubber;condition:used;size:medium,used black rubber flipflops with a medium size,footwear_black_flipflops_0002,
DL_Group_4/Footwear_Black_FlipFlops_footwear_black_flipflops_0003.jpg,footwear_black_flipflops,color:black;material:rubber;condition:used;size:medium,used black rubber flipflops with a medium size,footwear_black_flipflops_0003,
DL_Group_4/Footwear_Black_FlipFlops_footwear_black_flipflops_0004.jpg,footwear_black_flipflops,color:black;material:rubber;condition:used;size:medium,used black rubber flipflops with a medium size,footwear_black_flipflops_0004,
DL_Group_4/Footwear_Black_FlipFlops_footwear_black_flipflops_0005.jpg,footwear_black_flipflops,color:black;material:rubber;condition:used;size:medium,used black rubber flipflops with a medium size,footwear_black_flipflops_0005,
DL_Group_4/Footwear_Black_Sliders_footwear_black_sliders_0001.jpg,footwear_black_sliders,color:black;material:rubber;condition:used;size:medium,used black rubber sliders of medium size,footwear_black_sliders_0001,
DL_Group_4/Footwear_Black_Sliders_footwear_black_sliders_0002.jpg,footwear_black_sliders,color:black;material:rubber;condition:used;size:medium,used black rubber sliders of medium size,footwear_black_sliders_0002,
DL_Group_4/Footwear_Black_Sliders_footwear_black_sliders_0003.jpg,footwear_black_sliders,color:black;material:rubber;condition:used;size:medium,used black rubber sliders of medium size,footwear_black_sliders_0003,
DL_Group_4/Footwear_Black_Sliders_footwear_black_sliders_0004.jpg,footwear_black_sliders,color:black;material:rubber;condition:used;size:medium,used black rubber sliders of medium size,footwear_black_sliders_0004,
DL_Group_4/Footwear_Black_Sliders_footwear_black_sliders_0005.jpg,footwear_black_sliders,color:black;material:rubber;condition:used;size:medium,used black rubber sliders of medium size,footwear_black_sliders_0005,
DL_Group_4/Footwear_Black_Slippers_footwear_black_slippers_0001.jpg,footwear_black_slippers,color:black;material:rubber;condition:used;size:medium,used black rubber medium slippers,footwear_black_slippers_0001,
DL_Group_4/Footwear_Black_Slippers_footwear_black_slippers_0002.jpg,footwear_black_slippers,color:black;material:rubber;condition:used;size:medium,used black rubber medium slippers,footwear_black_slippers_0002,
DL_Group_4/Footwear_Black_Slippers_footwear_black_slippers_0003.jpg,footwear_black_slippers,color:black;material:rubber;condition:used;size:medium,used black rubber medium slippers,footwear_black_slippers_0003,
DL_Group_4/Footwear_Black_Slippers_footwear_black_slippers_0004.jpg,footwear_black_slippers,color:black;material:rubber;condition:used;size:medium,used black rubber medium slippers,footwear_black_slippers_0004,
DL_Group_4/Footwear_Black_Slippers_footwear_black_slippers_0005.jpg,footwear_black_slippers,color:black;material:rubber;condition:used;size:medium,used black rubber medium slippers,footwear_black_slippers_0005,
DL_Group_4/Footwear_Blue_Crocs_footwear_blue_crocs_0001.jpg,footwear_blue_crocs,color:blue;material:rubber;condition:used;size:medium,a used blue rubber crocs with medium size,footwear_blue_crocs_0001,
DL_Group_4/Footwear_Blue_Crocs_footwear_blue_crocs_0002.jpg,footwear_blue_crocs,color:blue;material:rubber;condition:used;size:medium,a used blue rubber crocs with medium size,footwear_blue_crocs_0002,
DL_Group_4/Footwear_Blue_Crocs_footwear_blue_crocs_0003.jpg,footwear_blue_crocs,color:blue;material:rubber;condition:used;size:medium,a used blue rubber crocs with medium size,footwear_blue_crocs_0003,
DL_Group_4/Footwear_Blue_Crocs_footwear_blue_crocs_0004.jpg,footwear_blue_crocs,color:blue;material:rubber;condition:used;size:medium,a used blue rubber crocs with medium size,footwear_blue_crocs_0004,
DL_Group_4/Footwear_Blue_Crocs_footwear_blue_crocs_0005.jpg,footwear_blue_crocs,color:blue;material:rubber;condition:used;size:medium,a used blue rubber crocs with medium size,footwear_blue_crocs_0005,
DL_Group_4/Footwear_Green_Shoes_footwear_green_shoes_0001.jpg,footwear_green_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_green_shoes_0001,
DL_Group_4/Footwear_Green_Shoes_footwear_green_shoes_0002.jpg,footwear_green_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_green_shoes_0002,
DL_Group_4/Footwear_Green_Shoes_footwear_green_shoes_0003.jpg,footwear_green_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_green_shoes_0003,
DL_Group_4/Footwear_Green_Shoes_footwear_green_shoes_0004.jpg,footwear_green_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_green_shoes_0004,
DL_Group_4/Footwear_Green_Shoes_footwear_green_shoes_0005.jpg,footwear_green_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_green_shoes_0005,
DL_Group_4/Footwear_GreyNeon_Shoes_footwear_greyneon_shoes_0001.jpg,footwear_greyneon_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used shoes with a medium size,footwear_greyneon_shoes_0001,
DL_Group_4/Footwear_GreyNeon_Shoes_footwear_greyneon_shoes_0002.jpg,footwear_greyneon_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used shoes with a medium size,footwear_greyneon_shoes_0002,
DL_Group_4/Footwear_GreyNeon_Shoes_footwear_greyneon_shoes_0003.jpg,footwear_greyneon_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used shoes with a medium size,footwear_greyneon_shoes_0003,
DL_Group_4/Footwear_GreyNeon_Shoes_footwear_greyneon_shoes_0004.jpg,footwear_greyneon_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used shoes with a medium size,footwear_greyneon_shoes_0004,
DL_Group_4/Footwear_GreyNeon_Shoes_footwear_greyneon_shoes_0005.jpg,footwear_greyneon_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used shoes with a medium size,footwear_greyneon_shoes_0005,
DL_Group_4/Footwear_Grey_Shoes_footwear_grey_shoes_0001.jpg,footwear_grey_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_grey_shoes_0001,
DL_Group_4/Footwear_Grey_Shoes_footwear_grey_shoes_0002.jpg,footwear_grey_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_grey_shoes_0002,
DL_Group_4/Footwear_Grey_Shoes_footwear_grey_shoes_0003.jpg,footwear_grey_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_grey_shoes_0003,
DL_Group_4/Footwear_Grey_Shoes_footwear_grey_shoes_0004.jpg,footwear_grey_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_grey_shoes_0004,
DL_Group_4/Footwear_Grey_Shoes_footwear_grey_shoes_0005.jpg,footwear_grey_shoes,color:grey;material:synthetic;condition:used;size:medium,grey synthetic used medium footwear shoes,footwear_grey_shoes_0005,
DL_Group_4/Footwear_Grey_Sliders_footwear_grey_sliders_0001.jpg,footwear_grey_sliders,color:grey;material:rubber;condition:used;size:medium,used grey rubber sliders of medium size,footwear_grey_sliders_0001,
